{Building: Athabasca Hall, Campus: North Campus, Floor: Level 4, Room: 4-38, Centroid: (-72.75498, 345.70995)}
{Building: Athabasca Hall, Campus: North Campus, Floor: Level 4, Room: 4-41, Centroid: (-193.14048, 417.94733)}
{Building: Athabasca Hall, Campus: North Campus, Floor: Level 4, Room: 4-43, Centroid: (-193.14048, 481.54107)}
{Building: Athabasca Hall, Campus: North Campus, Floor: Level 4, Room: 4-45, Centroid: (-182.7509, 554.20839)}
{Building: Athabasca Hall, Campus: North Campus, Floor: Level 4, Room: 4-47, Centroid: (-97.39888, 554.20839)}
{Building: Athabasca Hall, Campus: North Campus, Floor: Level 4, Room: 4-50, Centroid: (21.59608, 440.39376)}
{Building: Athabasca Hall, Campus: North Campus, Floor: Level 4, Room: 4-52, Centroid: (144.40666, 496.36136)}
{Building: Athabasca Hall, Campus: North Campus, Floor: Level 4, Room: Building Outline, Centroid: (-62.83412, 0.0)}
{Building: Athabasca Hall, Campus: North Campus, Floor: Level 4, Room: Elevator, Centroid: (-168.50013, 86.89388)}
{Building: Athabasca Hall, Campus: North Campus, Floor: Level 4, Room: Hallway, Centroid: (-93.48645, -73.22466)}
{Building: Athabasca Hall, Campus: North Campus, Floor: Level 4, Room: Stairs, Centroid: (-193.14048, -98.20594)}
{Building: Athabasca Hall, Campus: North Campus, Floor: Level 4, Room: Stairs, Centroid: (-40.75921, 429.53724)}
{Building: Athabasca Hall, Campus: North Campus, Floor: Level 4, Room: Stairs, Centroid: (-42.73194, -430.35957)}
{Building: Athabasca Hall, Campus: North Campus, Floor: Level 4, Room: Washroom Men, Centroid: (-94.75436, -456.61508)}
{Building: Athabasca Hall, Campus: North Campus, Floor: Level 4, Room: Washroom Men, Centroid: (-92.78111, 455.18593)}
{Building: Athabasca Hall, Campus: North Campus, Floor: Level 4, Room: Washroom Women, Centroid: (-94.75436, -399.74687)}
{Building: Athabasca Hall, Campus: North Campus, Floor: Level 4, Room: Washroom Women, Centroid: (-92.78111, 399.27048)}
{Building: Athabasca Hall, Campus: North Campus, Floor: Level 4, Room: X, Centroid: (15.75207, 554.20839)}
{Building: Athabasca Hall, Campus: North Campus, Floor: Level 4, Room: X, Centroid: (-43.30258, 554.20839)}
{Building: Athabasca Hall, Campus: North Campus, Floor: Level 4, Room: X, Centroid: (-200.10247, 80.44421)}
{Building: Athabasca Hall, Campus: North Campus, Floor: Level 4, Room: X, Centroid: (-193.14048, 6.29137)}
{Building: Athabasca Hall, Campus: North Campus, Floor: Level 4, Room: None, Centroid: None}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 1, Room: 1-100, Centroid: (528.48529, 397.27752)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 1, Room: 1-137, Centroid: (393.0638, 361.64713)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 1, Room: 1-141, Centroid: (338.36061, 361.64713)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 1, Room: 1-146 to 1-168, Centroid: (282.17257, 406.45539)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 1, Room: 1-202, Centroid: (269.53201, 187.90901)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 1, Room: 1-203, Centroid: (157.80419, 182.21538)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 1, Room: 1-218, Centroid: (275.84967, 106.85751)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 1, Room: 1-225, Centroid: (369.89318, 37.20575)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 1, Room: 1-310, Centroid: (300.67544, -246.48334)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 1, Room: 1-316, Centroid: (348.57524, -248.013)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 1, Room: 1-318, Centroid: (374.49921, -248.013)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 1, Room: 1-320, Centroid: (399.43155, -248.013)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 1, Room: 1-330, Centroid: (452.55445, -248.013)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 1, Room: 1-332, Centroid: (477.4868, -248.013)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 1, Room: 1-342, Centroid: (523.24815, -288.01869)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 1, Room: 1-435, Centroid: (162.20431, -248.13247)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 1, Room: 1-488, Centroid: (-376.52463, -81.37325)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 1, Room: 1-501, Centroid: (40.52892, -45.37866)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 1, Room: 1-612, Centroid: (62.4784, 308.81814)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 1, Room: 1-619, Centroid: (0.61683, 254.75124)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 1, Room: 1-620, Centroid: (-5.73709, 334.2009)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 1, Room: 1-630, Centroid: (-51.527, 332.06405)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 1, Room: 1-634, Centroid: (-116.74137, 276.70575)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 1, Room: 1-650, Centroid: (147.72317, 332.06405)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 1, Room: 1-655, Centroid: (58.5798, 367.34861)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 1, Room: 1-662, Centroid: (147.72317, 425.40066)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 1, Room: 1-669, Centroid: (28.56899, 367.34861)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 1, Room: 1-670, Centroid: (-8.6363, 427.17625)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 1, Room: 1-674, Centroid: (-61.85994, 408.29396)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 1, Room: 1-675, Centroid: (-116.74137, 355.59264)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 1, Room: 1-702, Centroid: (-92.7868, 420.78668)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 1, Room: 1-706, Centroid: (-107.04215, 442.88666)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 1, Room: 1-712, Centroid: (-136.64659, 444.04638)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 1, Room: 1-713, Centroid: (-149.55788, 403.5892)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 1, Room: Building Outline, Centroid: (-9.64304, -14.40391)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 1, Room: Clare Drake Arena, Centroid: (-373.09021, 431.84415)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 1, Room: Customer Service, Centroid: (250.64882, 37.20575)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 1, Room: Entrance, Centroid: (442.51525, 344.65919)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 1, Room: Entrance, Centroid: (-337.94503, -57.67931)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 1, Room: Entrance, Centroid: (440.85553, 456.0985)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 1, Room: Entrance, Centroid: (-576.31392, 554.50685)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 1, Room: Entrance, Centroid: (-158.37281, 256.96628)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 1, Room: East Gym, Centroid: (417.655, 148.81086)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 1, Room: East Pool, Centroid: (332.10348, -147.16922)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 1, Room: Elevator, Centroid: (315.55507, 28.96795)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 1, Room: Elevator, Centroid: (267.02142, 279.95041)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 1, Room: Elevator, Centroid: (-56.18531, 238.76825)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 1, Room: Elevator, Centroid: (440.31261, 385.20401)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 1, Room: Elevator, Centroid: (127.31023, -143.74836)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 1, Room: Elevator, Centroid: (273.13043, -361.80982)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 1, Room: Facility Services, Centroid: (157.80419, 4.40849)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 1, Room: Hallway, Centroid: (46.07495, 125.56263)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 1, Room: Hallway, Centroid: (425.92412, 382.82486)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 1, Room: Hallway, Centroid: (-570.20725, 457.34673)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 1, Room: Hallway, Centroid: (120.38396, 255.25129)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 1, Room: Hanson Fitness & Lifestyle Centre, Centroid: (382.2596, -338.07528)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 1, Room: Men's Locker Rooms, Centroid: (20.82811, 104.63825)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 1, Room: Stairs, Centroid: (357.18524, -331.40335)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 1, Room: Stairs, Centroid: (76.91578, 475.30239)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 1, Room: Stairs, Centroid: (267.02142, 264.48166)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 1, Room: Stairs, Centroid: (216.08266, 440.34333)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 1, Room: Stairs, Centroid: (498.22818, -422.91799)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 1, Room: Stairs, Centroid: (292.42493, 36.44232)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 1, Room: Stairs, Centroid: (245.90538, 360.33416)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 1, Room: Stairs, Centroid: (173.68444, 227.4245)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 1, Room: Stairs, Centroid: (-552.60753, 310.42837)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 1, Room: Stairs, Centroid: (271.41149, -428.7994)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 1, Room: Stairs, Centroid: (554.6032, -403.06265)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 1, Room: Stairs, Centroid: (-166.69113, 307.95132)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 1, Room: Stairs, Centroid: (475.58939, 36.76825)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 1, Room: Stairs, Centroid: (101.7333, -200.85686)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 1, Room: Stairs, Centroid: (440.27075, 432.00676)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 1, Room: Stairs, Centroid: (32.08558, 254.75124)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 1, Room: Stairs, Centroid: (-166.69113, 555.19379)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 1, Room: Stairs, Centroid: (165.37493, -45.37866)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 1, Room: Stairs, Centroid: (-552.60753, 554.84652)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 1, Room: Stairs, Centroid: (-356.36144, -129.48927)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 1, Room: Steadward Centre, Centroid: (-178.95595, 189.70721)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 1, Room: Universiade Pavilion, Centroid: (-229.4861, -336.78616)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 1, Room: Washroom Men, Centroid: (141.20444, -109.11439)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 1, Room: Washroom Men, Centroid: (458.80291, 357.1968)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 1, Room: Washroom Men, Centroid: (-204.6548, 554.84651)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 1, Room: Washrooms, Centroid: (62.82756, 411.68295)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 1, Room: Washrooms, Centroid: (337.23693, 50.85257)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 1, Room: Washroom Women, Centroid: (108.3494, -118.5644)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 1, Room: Washroom Women, Centroid: (-204.35315, 310.42837)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 1, Room: Washroom Women, Centroid: (-38.10147, 229.79397)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 1, Room: Washroom Women, Centroid: (473.95638, 357.1968)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 1, Room: West Pool, Centroid: (-214.12885, 36.42917)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 1, Room: Wilson Climbing Centre, Centroid: (503.23595, -433.71196)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 1, Room: Women's Locker Rooms, Centroid: (400.79025, -70.8263)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 1, Room: X, Centroid: (274.24257, -315.41443)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 1, Room: X, Centroid: (455.32914, -415.1277)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 1, Room: X, Centroid: (74.45783, 489.33411)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 1, Room: X, Centroid: (157.80419, 86.51187)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 1, Room: X, Centroid: (-225.67939, -107.10878)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 1, Room: X, Centroid: (-33.04561, -10.44857)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 1, Room: X, Centroid: (514.52914, 76.92975)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 1, Room: X, Centroid: (574.34251, -384.57532)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 1, Room: X, Centroid: (-25.39761, -106.97021)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 1, Room: X, Centroid: (510.51132, -84.97477)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 1, Room: X, Centroid: (306.79203, -325.0805)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 1, Room: X, Centroid: (-116.74137, 308.45309)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 1, Room: X, Centroid: (39.79528, 326.05436)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 1, Room: X, Centroid: (497.97277, -248.013)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 1, Room: X, Centroid: (-383.21918, 554.84652)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 1, Room: X, Centroid: (-382.91752, 310.42837)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 1, Room: X, Centroid: (-451.58876, -101.61303)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 1, Room: X, Centroid: (182.35893, -141.52305)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 1, Room: X, Centroid: (373.77653, 420.72357)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 1, Room: X, Centroid: (192.16067, 425.40066)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 1, Room: X, Centroid: (427.19712, -248.013)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 1, Room: X, Centroid: (-92.97487, -57.16424)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 1, Room: X, Centroid: (7.95211, 290.37146)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 1, Room: X, Centroid: (399.27689, -101.20778)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 1, Room: X, Centroid: (519.26672, -343.59323)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 1, Room: X, Centroid: (150.48095, 274.7588)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 1, Room: X, Centroid: (-143.09155, 391.43496)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 1, Room: X, Centroid: (324.38158, -248.013)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 1, Room: None, Centroid: None}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 3, Room: 2-710, Centroid: (-170.84848, 390.18997)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 3, Room: 3-100, Centroid: (524.43269, 392.0265)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 3, Room: 3-131, Centroid: (394.191, 357.11558)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 3, Room: 3-134, Centroid: (339.90469, 425.91686)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 3, Room: 3-139, Centroid: (340.44065, 364.93669)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 3, Room: 3-149, Centroid: (284.95206, 361.19923)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 3, Room: 3-156, Centroid: (248.42679, 426.56395)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 3, Room: 3-205, Centroid: (165.22504, 163.95412)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 3, Room: 3-209, Centroid: (165.50482, 29.02481)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 3, Room: 3-218, Centroid: (312.59891, 72.24899)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 3, Room: 3-219, Centroid: (350.40785, 31.50619)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 3, Room: 3-413, Centroid: (168.69816, -143.1046)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 3, Room: 3-415, Centroid: (168.69816, -160.32653)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 3, Room: 3-417, Centroid: (168.69816, -176.41915)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 3, Room: 3-418, Centroid: (132.70143, -179.34464)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 3, Room: 3-419, Centroid: (171.83792, -195.91769)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 3, Room: 3-421, Centroid: (171.83792, -218.30835)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 3, Room: 3-423, Centroid: (171.83792, -239.92977)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 3, Room: 3-425, Centroid: (171.83792, -261.15352)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 3, Room: 3-427, Centroid: (172.9502, -282.0642)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 3, Room: 3-429, Centroid: (171.83792, -304.79059)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 3, Room: 3-436, Centroid: (103.95019, -284.17552)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 3, Room: 3-438, Centroid: (103.95019, -263.2233)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 3, Room: 3-440, Centroid: (103.95019, -239.69639)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 3, Room: 3-442, Centroid: (103.95019, -217.83912)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 3, Room: 3-443, Centroid: (136.8719, -217.86162)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 3, Room: 3-444, Centroid: (103.95019, -195.90597)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 3, Room: 3-445, Centroid: (136.8719, -200.12227)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 3, Room: 3-446, Centroid: (103.95019, -174.50407)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 3, Room: 3-448, Centroid: (102.45384, -149.20095)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 3, Room: Building Outline, Centroid: (-11.29636, -11.61637)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 3, Room: Elevator, Centroid: (316.71534, 23.5429)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 3, Room: Elevator, Centroid: (445.633, 380.66247)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 3, Room: Elevator, Centroid: (124.3664, -144.1221)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 3, Room: Hallway, Centroid: (244.17688, 30.48652)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 3, Room: Hole, Centroid: (117.79484, -107.62954)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 3, Room: Hole, Centroid: (-373.82555, 429.29445)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 3, Room: Hole, Centroid: (465.04376, 69.86058)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 3, Room: Hole, Centroid: (206.09732, 386.25377)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 3, Room: Hole, Centroid: (-225.28103, -321.74198)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 3, Room: Hole, Centroid: (223.46705, 152.5597)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 3, Room: Hole, Centroid: (40.7733, 90.33312)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 3, Room: Hole, Centroid: (384.02076, -335.69396)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 3, Room: Hole, Centroid: (-87.84114, 235.4069)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 3, Room: Hole, Centroid: (238.60921, -192.18467)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 3, Room: Hole, Centroid: (489.51208, -437.86499)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 3, Room: Hole, Centroid: (382.93373, 150.5369)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 3, Room: Stairs, Centroid: (475.58548, 31.50619)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 3, Room: Stairs, Centroid: (-170.84848, 309.65872)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 3, Room: Stairs, Centroid: (248.23352, 358.18465)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 3, Room: Stairs, Centroid: (108.74291, 250.2325)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 3, Room: Stairs, Centroid: (147.04393, -303.87827)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 3, Room: Stairs, Centroid: (243.26981, 29.36551)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 3, Room: Stairs, Centroid: (439.256, 434.98122)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 3, Room: Stairs, Centroid: (278.15226, 260.2536)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 3, Room: Stairs, Centroid: (288.29316, 31.50619)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 3, Room: Washroom Men, Centroid: (125.64788, -305.59249)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 3, Room: Washroom Men, Centroid: (430.70443, 352.50389)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 3, Room: Washroom Women, Centroid: (102.50428, -305.71653)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 3, Room: Washroom Women, Centroid: (454.94469, 357.39066)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 3, Room: X, Centroid: (391.59349, 380.13427)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 3, Room: X, Centroid: (357.94077, -99.70638)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 3, Room: X, Centroid: (355.04768, 72.24899)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 3, Room: X, Centroid: (43.25209, 302.83837)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 3, Room: X, Centroid: (269.83296, 72.24899)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 3, Room: X, Centroid: (242.78212, 387.7113)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 3, Room: X, Centroid: (136.8719, -256.61733)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 3, Room: X, Centroid: (135.2268, -288.24792)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 3, Room: X, Centroid: (265.88605, 275.18739)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 3, Room: X, Centroid: (-211.14984, -77.86108)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 3, Room: X, Centroid: (504.06712, -99.89615)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 3, Room: None, Centroid: None}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 2, Room: 2-130, Centroid: (318.21398, 425.98894)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 2, Room: 2-131, Centroid: (355.49771, 366.40884)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 2, Room: 2-153, Centroid: (282.85891, 377.1502)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 2, Room: 2-155, Centroid: (285.14041, 355.40879)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 2, Room: Christenson Communities Lecture Theatre, Centroid: (290.85559, 172.62914)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 2, Room: 2-215, Centroid: (306.22839, -28.463)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 2, Room: 2-227, Centroid: (415.41961, 27.1319)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 2, Room: 2-235, Centroid: (515.15941, 27.83532)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 2, Room: 2-240, Centroid: (126.69179, -247.56886)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 2, Room: 2-649, Centroid: (-104.16318, 130.70261)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 2, Room: 2-650, Centroid: (148.04643, 326.76263)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 2, Room: 2-653, Centroid: (30.64378, 337.31583)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 2, Room: 2-662, Centroid: (131.4379, 416.13119)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 2, Room: 2-670, Centroid: (-28.03321, 422.05562)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 2, Room: 2-675, Centroid: (-118.7599, 349.77352)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 2, Room: 2-676, Centroid: (-101.57764, 406.23543)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 2, Room: Building Outline, Centroid: (-13.48005, -15.42829)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 2, Room: Clare Drake Arena, Centroid: (-374.9783, 427.76411)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 2, Room: Council Chamber, Centroid: (525.51391, 397.05435)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 2, Room: Courts, Centroid: (413.05145, -112.26014)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 2, Room: Courts, Centroid: (510.33639, -105.33446)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 2, Room: Entrance, Centroid: (440.85859, 459.48986)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 2, Room: Entrance, Centroid: (202.42854, -98.78232)}
{Building: Van Vliet Complex, Campus: North Campus, Floor: Level 2, Room: Entrance, Centroid: (204.63754, 517.09976)}
